r (m)	Te (eV)	Ti (eV)	ne (m^-3)	ni (m^-3)	nCI (m^-3)	nCII (m^-3)	nCIII (m^-3)	nCIV (m^-3)	nCV (m^-3)	nCVI (m^-3)	nCVII (m^-3)	n0 (m^-3)	pi (kPa)	p (kPa)
0.519	392.32	165.07	1.278460000E+19	1.116674524E+19	7.613339300E-02	6.126826449E+11	4.449279903E+12	3.037822812E+14	3.401537150E+16	3.511292375E+16	6.152068577E+16	1.427190000E+16	295.3251520477	8.254600000E-01
0.520	391.40	164.76	1.276010000E+19	1.114952882E+19	7.655382600E-02	6.154116429E+11	4.468716968E+12	3.062806447E+14	3.415028944E+16	3.503466009E+16	6.123206163E+16	1.436000000E+16	294.3163443793	8.209000000E-01
0.521	390.48	164.45	1.273560000E+19	1.113227788E+19	7.697696600E-02	6.181591198E+11	4.488312802E+12	3.088050255E+14	3.428455786E+16	3.495572241E+16	6.094429935E+16	1.444840000E+16	293.3076240289	8.163700000E-01
0.522	389.55	164.14	1.271100000E+19	1.111499225E+19	7.740283600E-02	6.209252448E+11	4.508069216E+12	3.113557361E+14	3.441816448E+16	3.487611347E+16	6.065740419E+16	1.453730000E+16	292.2989977052	8.118500000E-01
0.523	388.63	163.83	1.268640000E+19	1.109767178E+19	7.783146000E-02	6.237101890E+11	4.527988047E+12	3.139330935E+14	3.455109711E+16	3.479583614E+16	6.037138128E+16	1.462660000E+16	291.2904726811	8.073600000E-01
0.524	387.70	163.52	1.266170000E+19	1.108031633E+19	7.826286200E-02	6.265141256E+11	4.548071161E+12	3.165374184E+14	3.468334364E+16	3.471489333E+16	6.008623563E+16	1.471620000E+16	290.2820565263	8.028900000E-01
0.525	386.78	163.20	1.263700000E+19	1.106292573E+19	7.869706600E-02	6.293372297E+11	4.568320452E+12	3.191690361E+14	3.481489207E+16	3.463328799E+16	5.980197213E+16	1.480630000E+16	289.2737560590	7.984400000E-01
0.526	385.85	162.89	1.261230000E+19	1.104549984E+19	7.913409600E-02	6.321796785E+11	4.588737842E+12	3.218282760E+14	3.494573049E+16	3.455102319E+16	5.951859554E+16	1.489680000E+16	288.2655789191	7.940100000E-01
0.527	384.92	162.58	1.258750000E+19	1.102803850E+19	7.957397700E-02	6.350416512E+11	4.609325285E+12	3.245154720E+14	3.507584711E+16	3.446810201E+16	5.923611050E+16	1.498770000E+16	287.2575322586	7.896100000E-01
0.528	383.99	162.27	1.256270000E+19	1.101054155E+19	8.001673400E-02	6.379233293E+11	4.630084763E+12	3.272309622E+14	3.520523021E+16	3.438452763E+16	5.895452152E+16	1.507900000E+16	286.2496232661	7.852300000E-01
0.529	383.06	161.95	1.253780000E+19	1.099300884E+19	8.046239300E-02	6.408248962E+11	4.651018290E+12	3.299750892E+14	3.533386820E+16	3.430030327E+16	5.867383299E+16	1.517060000E+16	285.2418594266	7.808700000E-01
0.530	382.13	161.64	1.251290000E+19	1.097544021E+19	8.091097800E-02	6.437465376E+11	4.672127911E+12	3.327482002E+14	3.546174958E+16	3.421543222E+16	5.839404916E+16	1.526270000E+16	284.2342480009	7.765400000E-01
0.531	381.20	161.32	1.248790000E+19	1.095783549E+19	8.136251500E-02	6.466884415E+11	4.693415705E+12	3.355506470E+14	3.558886299E+16	3.412991784E+16	5.811517417E+16	1.535520000E+16	283.2267960279	7.722200000E-01
0.532	380.27	161.01	1.246290000E+19	1.094019454E+19	8.181703100E-02	6.496507979E+11	4.714883781E+12	3.383827860E+14	3.571519715E+16	3.404376354E+16	5.783721204E+16	1.544810000E+16	282.2195113594	7.679300000E-01
0.533	379.34	160.69	1.243790000E+19	1.092251718E+19	8.227455200E-02	6.526337992E+11	4.736534284E+12	3.412449782E+14	3.584074092E+16	3.395697280E+16	5.756016663E+16	1.554140000E+16	281.2124008497	7.636600000E-01
0.534	378.40	160.38	1.241280000E+19	1.090480326E+19	8.273510400E-02	6.556376401E+11	4.758369392E+12	3.441375895E+14	3.596548325E+16	3.386954916E+16	5.728404172E+16	1.563510000E+16	280.2054721647	7.594100000E-01
0.535	377.47	160.06	1.238770000E+19	1.088705262E+19	8.319871500E-02	6.586625177E+11	4.780391318E+12	3.470609905E+14	3.608941325E+16	3.378149622E+16	5.700884093E+16	1.572910000E+16	279.1987327487	7.551900000E-01
0.536	376.54	159.75	1.236250000E+19	1.086926510E+19	8.366541100E-02	6.617086311E+11	4.802602313E+12	3.500155568E+14	3.621252012E+16	3.369281763E+16	5.673456777E+16	1.582360000E+16	278.1921900823	7.509800000E-01
0.537	375.60	159.43	1.233730000E+19	1.085144052E+19	8.413522000E-02	6.647761824E+11	4.825004661E+12	3.530016689E+14	3.633479319E+16	3.360351713E+16	5.646122562E+16	1.591850000E+16	277.1858511718	7.468000000E-01
0.538	374.66	159.11	1.231200000E+19	1.083357874E+19	8.460817100E-02	6.678653755E+11	4.847600687E+12	3.560197125E+14	3.645622193E+16	3.351359848E+16	5.618881774E+16	1.601370000E+16	276.1797240837	7.426400000E-01
0.539	373.72	158.80	1.228670000E+19	1.081567958E+19	8.508429000E-02	6.709764173E+11	4.870392752E+12	3.590700780E+14	3.657679593E+16	3.342306554E+16	5.591734725E+16	1.610940000E+16	275.1738158995	7.385000000E-01
0.540	372.79	158.48	1.226140000E+19	1.079774288E+19	8.556360800E-02	6.741095169E+11	4.893383256E+12	3.621531614E+14	3.669650490E+16	3.333192220E+16	5.564681717E+16	1.620540000E+16	274.1681342486	7.343800000E-01
0.541	371.85	158.16	1.223600000E+19	1.077976847E+19	8.604615100E-02	6.772648859E+11	4.916574641E+12	3.652693635E+14	3.681533870E+16	3.324017241E+16	5.537723037E+16	1.630180000E+16	273.1626865437	7.302900000E-01
0.542	370.91	157.84	1.221060000E+19	1.076175619E+19	8.653195100E-02	6.804427388E+11	4.939969389E+12	3.684190909E+14	3.693328732E+16	3.314782021E+16	5.510858960E+16	1.639860000E+16	272.1574804886	7.262100000E-01
0.543	369.97	157.52	1.218510000E+19	1.074370588E+19	8.702103500E-02	6.836432924E+11	4.963570022E+12	3.716027549E+14	3.705034088E+16	3.305486965E+16	5.484089750E+16	1.649580000E+16	271.1525238234	7.221600000E-01
0.544	369.02	157.21	1.215960000E+19	1.072561736E+19	8.751343400E-02	6.868667664E+11	4.987379108E+12	3.748207729E+14	3.716648965E+16	3.296132489E+16	5.457415657E+16	1.659340000E+16	270.1478238207	7.181300000E-01
0.545	368.08	156.89	1.213400000E+19	1.070749047E+19	8.800917800E-02	6.901133829E+11	5.011399257E+12	3.780735675E+14	3.728172401E+16	3.286719010E+16	5.430836919E+16	1.669140000E+16	269.1433882962	7.141200000E-01
0.546	367.14	156.57	1.210840000E+19	1.068932504E+19	8.850829800E-02	6.933833671E+11	5.035633125E+12	3.813615666E+14	3.739603452E+16	3.277246953E+16	5.404353762E+16	1.678970000E+16	268.1392248508	7.101300000E-01
0.547	366.19	156.25	1.208280000E+19	1.067112091E+19	8.901082300E-02	6.966769466E+11	5.060083413E+12	3.846852044E+14	3.750941186E+16	3.267716750E+16	5.377966399E+16	1.688850000E+16	267.1353413739	7.061600000E-01
0.548	365.25	155.93	1.205710000E+19	1.065287790E+19	8.951678600E-02	6.999943522E+11	5.084752871E+12	3.880449201E+14	3.762184685E+16	3.258128835E+16	5.351675031E+16	1.698760000E+16	266.1317452912	7.022200000E-01
0.549	364.30	155.61	1.203130000E+19	1.063459585E+19	9.002621900E-02	7.033358173E+11	5.109644294E+12	3.914411593E+14	3.773333048E+16	3.248483651E+16	5.325479847E+16	1.708710000E+16	265.1284445674	6.982900000E-01
0.550	363.36	155.28	1.200560000E+19	1.061627459E+19	9.053915200E-02	7.067015783E+11	5.134760530E+12	3.948743732E+14	3.784385385E+16	3.238781644E+16	5.299381022E+16	1.718690000E+16	264.1254469541	6.943900000E-01
0.551	362.41	154.96	1.197970000E+19	1.059791395E+19	9.105561800E-02	7.100918746E+11	5.160104477E+12	3.983450188E+14	3.795340824E+16	3.229023269E+16	5.273378721E+16	1.728710000E+16	263.1227602410	6.905000000E-01
0.552	361.46	154.64	1.195390000E+19	1.057951376E+19	9.157565000E-02	7.135069484E+11	5.185679083E+12	4.018535594E+14	3.806198506E+16	3.219208981E+16	5.247473096E+16	1.738770000E+16	262.1203922554	6.866400000E-01
0.553	360.51	154.32	1.192790000E+19	1.056107385E+19	9.209928000E-02	7.169470452E+11	5.211487352E+12	4.054004642E+14	3.816957589E+16	3.209339246E+16	5.221664286E+16	1.748870000E+16	261.1183508629	6.828000000E-01
0.554	359.56	154.00	1.190200000E+19	1.054259405E+19	9.262654300E-02	7.204124134E+11	5.237532343E+12	4.089862088E+14	3.827617243E+16	3.199414531E+16	5.195952419E+16	1.759010000E+16	260.1166439664	6.789800000E-01
0.555	358.61	153.67	1.187600000E+19	1.052407419E+19	9.315747200E-02	7.239033047E+11	5.263817168E+12	4.126112748E+14	3.838176656E+16	3.189435311E+16	5.170337610E+16	1.769180000E+16	259.1152795070	6.751700000E-01
0.556	357.66	153.35	1.184990000E+19	1.050551411E+19	9.369210100E-02	7.274199738E+11	5.290345001E+12	4.162761502E+14	3.848635029E+16	3.179402065E+16	5.144819962E+16	1.779380000E+16	258.1142657088	6.713900000E-01
0.557	356.71	153.03	1.182380000E+19	1.048691363E+19	9.423046500E-02	7.309626788E+11	5.317119073E+12	4.199813296E+14	3.858991581E+16	3.169315278E+16	5.119399567E+16	1.789630000E+16	257.1136103412	6.676300000E-01
0.558	355.76	152.70	1.179770000E+19	1.046827258E+19	9.477259900E-02	7.345316810E+11	5.344142677E+12	4.237273139E+14	3.869245545E+16	3.159175440E+16	5.094076504E+16	1.799910000E+16	256.1133214578	6.638900000E-01
0.559	354.81	152.38	1.177150000E+19	1.044959079E+19	9.531853800E-02	7.381272451E+11	5.371419166E+12	4.275146106E+14	3.879396168E+16	3.148983045E+16	5.068850840E+16	1.810220000E+16	255.1134071498	6.601700000E-01
0.560	353.85	152.05	1.174520000E+19	1.043086810E+19	9.586831800E-02	7.417496390E+11	5.398951962E+12	4.313437338E+14	3.889442715E+16	3.138738593E+16	5.043722631E+16	1.820570000E+16	254.1138757894	6.564800000E-01
0.561	352.90	151.73	1.171890000E+19	1.041210433E+19	9.642197600E-02	7.453991342E+11	5.426744551E+12	4.352152046E+14	3.899384464E+16	3.128442590E+16	5.018691920E+16	1.830960000E+16	253.1147352978	6.528000000E-01
0.562	351.95	151.40	1.169260000E+19	1.039329931E+19	9.697954700E-02	7.490760058E+11	5.454800485E+12	4.391295506E+14	3.909220712E+16	3.118095544E+16	4.993758740E+16	1.841380000E+16	252.1159938782	6.491400000E-01
0.563	350.99	151.08	1.166620000E+19	1.037445288E+19	9.754106900E-02	7.527805322E+11	5.483123390E+12	4.430873066E+14	3.918950769E+16	3.107697972E+16	4.968923111E+16	1.851840000E+16	251.1176600129	6.455000000E-01
0.564	350.03	150.75	1.163980000E+19	1.035556487E+19	9.810658000E-02	7.565129957E+11	5.511716962E+12	4.470890141E+14	3.928573961E+16	3.097250391E+16	4.944185041E+16	1.862330000E+16	250.1197419779	6.418800000E-01
0.565	349.08	150.43	1.161330000E+19	1.033663510E+19	9.867611800E-02	7.602736818E+11	5.540584972E+12	4.511352218E+14	3.938089629E+16	3.086753328E+16	4.919544528E+16	1.872850000E+16	249.1222478452	6.382800000E-01
0.566	348.12	150.10	1.158680000E+19	1.031766341E+19	9.924972100E-02	7.640628803E+11	5.569731268E+12	4.552264857E+14	3.947497133E+16	3.076207311E+16	4.895001557E+16	1.883410000E+16	248.1251862067	6.347000000E-01
0.567	347.16	149.77	1.156020000E+19	1.029864963E+19	9.982742900E-02	7.678808844E+11	5.599159775E+12	4.593633689E+14	3.956795844E+16	3.065612873E+16	4.870556101E+16	1.894010000E+16	247.1285654494	6.311400000E-01
0.568	346.20	149.45	1.153360000E+19	1.027959359E+19	1.004092790E-01	7.717279912E+11	5.628874502E+12	4.635464419E+14	3.965985151E+16	3.054970554E+16	4.846208125E+16	1.904640000E+16	246.1323939969	6.276000000E-01
0.569	345.24	149.12	1.150700000E+19	1.026049513E+19	1.009953130E-01	7.756045018E+11	5.658879540E+12	4.677762825E+14	3.975064460E+16	3.044280896E+16	4.821957578E+16	1.915300000E+16	245.1366805486	6.240800000E-01
0.570	344.28	148.79	1.148030000E+19	1.024135407E+19	1.015855710E-01	7.795107211E+11	5.689179068E+12	4.720534761E+14	3.984033190E+16	3.033544447E+16	4.797804402E+16	1.925990000E+16	244.1414333615	6.205800000E-01
0.571	343.32	148.46	1.145350000E+19	1.022217025E+19	1.021800930E-01	7.834469583E+11	5.719777353E+12	4.763786157E+14	3.992890776E+16	3.022761760E+16	4.773748525E+16	1.936720000E+16	243.1466612071	6.171000000E-01
0.572	342.36	148.13	1.142670000E+19	1.020294351E+19	1.027789220E-01	7.874135264E+11	5.750678755E+12	4.807523021E+14	4.001636670E+16	3.011933389E+16	4.749789865E+16	1.947480000E+16	242.1523728913	6.136400000E-01
0.573	341.40	147.80	1.139990000E+19	1.018367367E+19	1.033820980E-01	7.914107427E+11	5.781887729E+12	4.851751436E+14	4.010270338E+16	3.001059897E+16	4.725928329E+16	1.958280000E+16	241.1585767808	6.102000000E-01
0.574	340.44	147.48	1.137300000E+19	1.016436057E+19	1.039896640E-01	7.954389287E+11	5.813408828E+12	4.896477567E+14	4.018791261E+16	2.990141848E+16	4.702163812E+16	1.969100000E+16	240.1652817529	6.067700000E-01
0.575	339.47	147.15	1.134600000E+19	1.014500405E+19	1.046016640E-01	7.994984103E+11	5.845246708E+12	4.941707655E+14	4.027198937E+16	2.979179812E+16	4.678496200E+16	1.979960000E+16	239.1724967194	6.033700000E-01
0.576	338.51	146.82	1.131900000E+19	1.012560395E+19	1.052181400E-01	8.035895176E+11	5.877406128E+12	4.987448025E+14	4.035492879E+16	2.968174362E+16	4.654925366E+16	1.990850000E+16	238.1802306258	5.999900000E-01
0.577	337.55	146.49	1.129200000E+19	1.010616009E+19	1.058391360E-01	8.077125853E+11	5.909891958E+12	5.033705081E+14	4.043672613E+16	2.957126076E+16	4.631451175E+16	2.001770000E+16	237.1884919824	5.966200000E-01
0.578	336.58	146.16	1.126490000E+19	1.008667233E+19	1.064646980E-01	8.118679525E+11	5.942709180E+12	5.080485309E+14	4.051737681E+16	2.946035535E+16	4.608073479E+16	2.012720000E+16	236.1972902740	5.932700000E-01
0.579	335.62	145.83	1.123770000E+19	1.006714048E+19	1.070948690E-01	8.160559629E+11	5.975862890E+12	5.127795282E+14	4.059687642E+16	2.934903326E+16	4.584792119E+16	2.023710000E+16	235.2066338467	5.899500000E-01
0.580	334.65	145.49	1.121060000E+19	1.004756441E+19	1.077296960E-01	8.202769649E+11	6.009358309E+12	5.175641652E+14	4.067522068E+16	2.923730037E+16	4.561606929E+16	2.034720000E+16	234.2165324852	5.866400000E-01
0.581	333.68	145.16	1.118330000E+19	1.002794393E+19	1.083692240E-01	8.245313116E+11	6.043200778E+12	5.224031160E+14	4.075240545E+16	2.912516262E+16	4.538517729E+16	2.045770000E+16	233.2269946061	5.833500000E-01
0.582	332.72	144.83	1.115600000E+19	1.000827891E+19	1.090135010E-01	8.288193610E+11	6.077395772E+12	5.272970631E+14	4.082842674E+16	2.901262599E+16	4.515524331E+16	2.056840000E+16	232.2380300577	5.800700000E-01
0.583	331.75	144.50	1.112870000E+19	9.988569165E+18	1.096625740E-01	8.331414759E+11	6.111948898E+12	5.322466977E+14	4.090328072E+16	2.889969647E+16	4.492626535E+16	2.067940000E+16	231.2496474420	5.768200000E-01
0.584	330.78	144.17	1.110130000E+19	9.968814553E+18	1.103164910E-01	8.374980242E+11	6.146865901E+12	5.372527200E+14	4.097696369E+16	2.878638013E+16	4.469824131E+16	2.079080000E+16	230.2618563929	5.735900000E-01
0.585	329.81	143.84	1.107390000E+19	9.949014913E+18	1.109753000E-01	8.418893787E+11	6.182152673E+12	5.423158387E+14	4.104947209E+16	2.867268304E+16	4.447116902E+16	2.090240000E+16	229.2746661352	5.703700000E-01
0.586	328.84	143.50	1.104640000E+19	9.929170091E+18	1.116390500E-01	8.463159175E+11	6.217815255E+12	5.474367718E+14	4.112080250E+16	2.855861132E+16	4.424504617E+16	2.101430000E+16	228.2880860883	5.671700000E-01
0.587	327.87	143.17	1.101890000E+19	9.909279932E+18	1.123077920E-01	8.507780238E+11	6.253859843E+12	5.526162462E+14	4.119095164E+16	2.844417113E+16	4.401987038E+16	2.112650000E+16	227.3021256799	5.639900000E-01
0.588	326.90	142.84	1.099130000E+19	9.889344282E+18	1.129815750E-01	8.552760864E+11	6.290292794E+12	5.578549980E+14	4.125991638E+16	2.832936864E+16	4.379563915E+16	2.123900000E+16	226.3167943923	5.608300000E-01
0.589	325.93	142.50	1.096370000E+19	9.869362991E+18	1.136604500E-01	8.598104992E+11	6.327120636E+12	5.631537727E+14	4.132769371E+16	2.821421009E+16	4.357234991E+16	2.135180000E+16	225.3321018304	5.576900000E-01
0.590	324.96	142.17	1.093600000E+19	9.849335907E+18	1.143444700E-01	8.643816618E+11	6.364350068E+12	5.685133247E+14	4.139428075E+16	2.809870172E+16	4.334999998E+16	2.146480000E+16	224.3480575837	5.545700000E-01
0.591	323.99	141.83	1.090830000E+19	9.829262880E+18	1.150336870E-01	8.689899792E+11	6.401987973E+12	5.739344184E+14	4.145967476E+16	2.798284982E+16	4.312858658E+16	2.157810000E+16	223.3646713181	5.514600000E-01
0.592	323.02	141.50	1.088050000E+19	9.809143763E+18	1.157281530E-01	8.736358625E+11	6.440041422E+12	5.794178273E+14	4.152387312E+16	2.786666071E+16	4.290810684E+16	2.169170000E+16	222.3819527973	5.483700000E-01
0.593	322.04	141.17	1.085270000E+19	9.788978409E+18	1.164279220E-01	8.783197282E+11	6.478517682E+12	5.849643348E+14	4.158687336E+16	2.775014073E+16	4.268855780E+16	2.180560000E+16	221.3999118143	5.453000000E-01
0.594	321.07	140.83	1.082480000E+19	9.768766673E+18	1.171330490E-01	8.830419989E+11	6.517424225E+12	5.905747337E+14	4.164867311E+16	2.763329626E+16	4.246993643E+16	2.191970000E+16	220.4185582364	5.422500000E-01
0.595	320.10	140.50	1.079690000E+19	9.748508410E+18	1.178435890E-01	8.878031032E+11	6.556768736E+12	5.962498269E+14	4.170927012E+16	2.751613371E+16	4.225223956E+16	2.203410000E+16	219.4379019595	5.392100000E-01
0.596	319.12	140.16	1.076900000E+19	9.728203478E+18	1.185595980E-01	8.926034757E+11	6.596559123E+12	6.019904270E+14	4.176866230E+16	2.739865952E+16	4.203546399E+16	2.214870000E+16	218.4579529753	5.361900000E-01
0.597	318.15	139.82	1.074090000E+19	9.707851736E+18	1.192811310E-01	8.974435573E+11	6.636803522E+12	6.077973567E+14	4.182684763E+16	2.728088014E+16	4.181960638E+16	2.226360000E+16	217.4787213254	5.331900000E-01
0.598	317.17	139.49	1.071290000E+19	9.687453046E+18	1.200082470E-01	9.023237953E+11	6.677510312E+12	6.136714486E+14	4.188382424E+16	2.716280208E+16	4.160466334E+16	2.237870000E+16	216.5002171458	5.302100000E-01
0.599	316.20	139.15	1.068480000E+19	9.667007268E+18	1.207410040E-01	9.072446432E+11	6.718688123E+12	6.196135456E+14	4.193959036E+16	2.704443184E+16	4.139063137E+16	2.249410000E+16	215.5224505546	5.272500000E-01
0.600	315.22	138.82	1.065660000E+19	9.646514268E+18	1.214794590E-01	9.122065614E+11	6.760345848E+12	6.256245008E+14	4.199414434E+16	2.692577596E+16	4.117750691E+16	2.260970000E+16	214.5454318298	5.243000000E-01
0.601	314.24	138.48	1.062840000E+19	9.625973912E+18	1.222236740E-01	9.172100167E+11	6.802492650E+12	6.317051777E+14	4.204748462E+16	2.680684103E+16	4.096528630E+16	2.272550000E+16	213.5691712748	5.213700000E-01
0.602	313.27	138.14	1.060010000E+19	9.605386066E+18	1.229737070E-01	9.222554827E+11	6.845137980E+12	6.378564500E+14	4.209960978E+16	2.668763363E+16	4.075396579E+16	2.284160000E+16	212.5936792184	5.184600000E-01
0.603	312.29	137.80	1.057180000E+19	9.584750600E+18	1.237296200E-01	9.273434401E+11	6.888291584E+12	6.440792021E+14	4.215051846E+16	2.656816037E+16	4.054354156E+16	2.295790000E+16	211.6189661023	5.155600000E-01
0.604	311.31	137.47	1.054340000E+19	9.564067386E+18	1.244914760E-01	9.324743763E+11	6.931963521E+12	6.503743288E+14	4.220020945E+16	2.644842790E+16	4.033400973E+16	2.307440000E+16	210.6450424366	5.126800000E-01
0.605	310.33	137.13	1.051500000E+19	9.543336296E+18	1.252593360E-01	9.376487862E+11	6.976164173E+12	6.567427357E+14	4.224868161E+16	2.632844287E+16	4.012536630E+16	2.319120000E+16	209.6719187546	5.098200000E-01
0.606	309.36	136.79	1.048660000E+19	9.522557206E+18	1.260332650E-01	9.428671719E+11	7.020904260E+12	6.631853391E+14	4.229593390E+16	2.620821198E+16	3.991760723E+16	2.330820000E+16	208.6996057005	5.069700000E-01
0.607	308.38	136.45	1.045810000E+19	9.501729993E+18	1.268133260E-01	9.481300427E+11	7.066194858E+12	6.697030661E+14	4.234196538E+16	2.608774192E+16	3.971072839E+16	2.342540000E+16	207.7281139625	5.041500000E-01
0.608	307.40	136.11	1.042950000E+19	9.480854536E+18	1.275995860E-01	9.534379157E+11	7.112047412E+12	6.762968547E+14	4.238677520E+16	2.596703942E+16	3.950472556E+16	2.354280000E+16	206.7574542943	5.013300000E-01
0.609	306.42	135.78	1.040090000E+19	9.459930717E+18	1.283921090E-01	9.587913157E+11	7.158473752E+12	6.829676537E+14	4.243036259E+16	2.584611121E+16	3.929959448E+16	2.366040000E+16	205.7876375361	4.985400000E-01
0.610	305.44	135.44	1.037220000E+19	9.438958418E+18	1.291909650E-01	9.641907751E+11	7.205486113E+12	6.897164232E+14	4.247272688E+16	2.572496407E+16	3.909533079E+16	2.377820000E+16	204.8186745482	4.957600000E-01
0.611	304.46	135.10	1.034350000E+19	9.417937527E+18	1.299962190E-01	9.696368345E+11	7.253097155E+12	6.965441341E+14	4.251386748E+16	2.560360477E+16	3.889193008E+16	2.389620000E+16	203.8505763411	4.930000000E-01
0.612	303.48	134.76	1.031480000E+19	9.396867930E+18	1.308079420E-01	9.751300425E+11	7.301319975E+12	7.034517689E+14	4.255378386E+16	2.548204010E+16	3.868938784E+16	2.401440000E+16	202.8833539009	4.902500000E-01
0.613	302.50	134.42	1.028600000E+19	9.375749518E+18	1.316262020E-01	9.806709561E+11	7.350168136E+12	7.104403207E+14	4.259247560E+16	2.536027688E+16	3.848769954E+16	2.413290000E+16	201.9170183402	4.875300000E-01
0.614	301.52	134.08	1.025710000E+19	9.354582184E+18	1.324510720E-01	9.862601407E+11	7.399655684E+12	7.175107946E+14	4.262994233E+16	2.523832194E+16	3.828686053E+16	2.425140000E+16	200.9515808323	4.848100000E-01
0.615	300.53	133.74	1.022820000E+19	9.333365823E+18	1.332826210E-01	9.918981700E+11	7.449797169E+12	7.246642064E+14	4.266618377E+16	2.511618211E+16	3.808686614E+16	2.437020000E+16	199.9870526102	4.821200000E-01
0.616	299.55	133.40	1.019930000E+19	9.312100333E+18	1.341209240E-01	9.975856269E+11	7.500607672E+12	7.319015838E+14	4.270119968E+16	2.499386425E+16	3.788771161E+16	2.448920000E+16	199.0234449876	4.794400000E-01
0.617	298.57	133.06	1.017030000E+19	9.290785613E+18	1.349660540E-01	1.003323103E+12	7.552102828E+12	7.392239657E+14	4.273498993E+16	2.487137523E+16	3.768939214E+16	2.460830000E+16	198.0607693151	4.767800000E-01
0.618	297.59	132.72	1.014120000E+19	9.269421566E+18	1.358180860E-01	1.009111199E+12	7.604298851E+12	7.466324026E+14	4.276755441E+16	2.474872193E+16	3.749190283E+16	2.472760000E+16	197.0990370433	4.741300000E-01
0.619	296.60	132.37	1.011210000E+19	9.248008098E+18	1.366770950E-01	1.014950524E+12	7.657212562E+12	7.541279565E+14	4.279889310E+16	2.462591125E+16	3.729523877E+16	2.484710000E+16	196.1382597008	4.715000000E-01
0.620	295.62	132.03	1.008300000E+19	9.226545117E+18	1.375431580E-01	1.020841699E+12	7.710861420E+12	7.617117010E+14	4.282900603E+16	2.450295008E+16	3.709939497E+16	2.496670000E+16	195.1784488714	4.688800000E-01
0.621	294.64	131.69	1.005380000E+19	9.205032532E+18	1.384163530E-01	1.026785352E+12	7.765263546E+12	7.693847213E+14	4.285789326E+16	2.437984534E+16	3.690436636E+16	2.508650000E+16	194.2196161727	4.662800000E-01
0.622	293.65	131.35	1.002450000E+19	9.183470258E+18	1.392967590E-01	1.032782121E+12	7.820437759E+12	7.771481144E+14	4.288555495E+16	2.425660396E+16	3.671014786E+16	2.520640000E+16	193.2617733607	4.637000000E-01
0.623	292.67	131.01	9.995200000E+18	9.161858211E+18	1.401844560E-01	1.038832657E+12	7.876403608E+12	7.850029889E+14	4.291199127E+16	2.413323285E+16	3.651673432E+16	2.532650000E+16	192.3049322229	4.611300000E-01
0.624	291.69	130.67	9.965900000E+18	9.140196310E+18	1.410795250E-01	1.044937616E+12	7.933181405E+12	7.929504651E+14	4.293720245E+16	2.400973897E+16	3.632412051E+16	2.544670000E+16	191.3491046200	4.585800000E-01
0.625	290.70	130.32	9.936500000E+18	9.118484478E+18	1.419820490E-01	1.051097669E+12	7.990792265E+12	8.009916751E+14	4.296118876E+16	2.388612925E+16	3.613230120E+16	2.556710000E+16	190.3943025052	4.560400000E-01
0.626	289.72	129.98	9.907100000E+18	9.096722638E+18	1.428921100E-01	1.057313496E+12	8.049258136E+12	8.091277628E+14	4.298395051E+16	2.376241065E+16	3.594127108E+16	2.568760000E+16	189.4405378402	4.535200000E-01
0.627	288.73	129.64	9.877600000E+18	9.074910719E+18	1.438097940E-01	1.063585787E+12	8.108601848E+12	8.173598837E+14	4.300548805E+16	2.363859011E+16	3.575102480E+16	2.580830000E+16	188.4878227190	4.510100000E-01
0.628	287.75	129.29	9.848100000E+18	9.053048653E+18	1.447351870E-01	1.069915244E+12	8.168847149E+12	8.256892051E+14	4.302580177E+16	2.351467461E+16	3.556155697E+16	2.592900000E+16	187.5361693045	4.485200000E-01
0.629	286.76	128.95	9.818500000E+18	9.031136374E+18	1.456683750E-01	1.076302580E+12	8.230018747E+12	8.341169063E+14	4.304489208E+16	2.339067110E+16	3.537286215E+16	2.604990000E+16	186.5855898062	4.460500000E-01
0.630	285.77	128.61	9.788800000E+18	9.009173819E+18	1.466094470E-01	1.082748518E+12	8.292142363E+12	8.426441782E+14	4.306275943E+16	2.326658655E+16	3.518493487E+16	2.617090000E+16	185.6360965003	4.435900000E-01
0.631	284.79	128.26	9.759200000E+18	8.987160928E+18	1.475584930E-01	1.089253795E+12	8.355244770E+12	8.512722232E+14	4.307940429E+16	2.314242793E+16	3.499776960E+16	2.629210000E+16	184.6877017288	4.411400000E-01
0.632	283.80	127.92	9.729400000E+18	8.965097647E+18	1.485156020E-01	1.095819158E+12	8.419353848E+12	8.600022560E+14	4.309482716E+16	2.301820221E+16	3.481136079E+16	2.641330000E+16	183.7404179596	4.387100000E-01
0.633	282.81	127.58	9.699700000E+18	8.942983922E+18	1.494808680E-01	1.102445368E+12	8.484498638E+12	8.688355024E+14	4.310902855E+16	2.289391635E+16	3.462570286E+16	2.653470000E+16	182.7942576621	4.362900000E-01
0.634	281.83	127.23	9.669800000E+18	8.920819705E+18	1.504543840E-01	1.109133197E+12	8.550709389E+12	8.777732002E+14	4.312200900E+16	2.276957733E+16	3.444079017E+16	2.665610000E+16	181.8492334295	4.338900000E-01
0.635	280.84	126.89	9.640000000E+18	8.898604949E+18	1.514362450E-01	1.115883429E+12	8.618017626E+12	8.868165989E+14	4.313376905E+16	2.264519211E+16	3.425661708E+16	2.677760000E+16	180.9053578746	4.315100000E-01
