r (m)	Te (eV)	Ti (eV)	ne (m^-3)	ni (m^-3)	nCI (m^-3)	nCII (m^-3)	nCIII (m^-3)	nCIV (m^-3)	nCV (m^-3)	nCVI (m^-3)	nCVII (m^-3)	n0 (m^-3)	pi (kPa)	p (kPa)
0.877	58.57	45.02	2.352000000E+18	2.744889390E+18	3.932253117E+10	1.114830995E+14	1.651148585E+15	4.951199396E+15	1.470392229E+16	2.416289135E+15	4.677864815E+15	4.957210000E+16	19.7972232081	1.472800000E-01
0.878	57.84	44.72	2.330600000E+18	2.723010728E+18	4.658679658E+10	1.165096842E+14	1.672957865E+15	4.932019446E+15	1.453710353E+16	2.384250302E+15	4.621935943E+15	4.960390000E+16	19.5117278629	1.468500000E-01
0.879	57.11	44.43	2.309300000E+18	2.701239871E+18	5.511229683E+10	1.217305136E+14	1.694683396E+15	4.912303942E+15	1.437116952E+16	2.352444117E+15	4.566556086E+15	4.963480000E+16	19.2294159622	1.464200000E-01
0.880	56.38	44.14	2.288100000E+18	2.679577721E+18	6.510261790E+10	1.271504146E+14	1.716314097E+15	4.892064308E+15	1.420613680E+16	2.320867180E+15	4.511721759E+15	4.966460000E+16	18.9502737047	1.460000000E-01
0.881	55.65	43.85	2.267100000E+18	2.658025170E+18	7.679141571E+10	1.327741750E+14	1.737838805E+15	4.871312171E+15	1.404202169E+16	2.289516163E+15	4.457429448E+15	4.969320000E+16	18.6742870559	1.455800000E-01
0.882	54.93	43.56	2.246300000E+18	2.636583096E+18	9.044637702E+10	1.386065322E+14	1.759246280E+15	4.850059344E+15	1.387884029E+16	2.258387810E+15	4.403675607E+15	4.972080000E+16	18.4014417254	1.451600000E-01
0.883	54.21	43.27	2.225600000E+18	2.615252365E+18	1.063736241E+11	1.446521621E+14	1.780525221E+15	4.828317818E+15	1.371660842E+16	2.227478948E+15	4.350456658E+15	4.974720000E+16	18.1317231851	1.447500000E-01
0.884	53.50	42.99	2.205000000E+18	2.594033829E+18	1.249226003E+11	1.509156670E+14	1.801664269E+15	4.806099741E+15	1.355534169E+16	2.196786483E+15	4.297769000E+15	4.977250000E+16	17.8651166607	1.443300000E-01
0.885	52.79	42.70	2.184700000E+18	2.572928325E+18	1.464914761E+11	1.574015635E+14	1.822652022E+15	4.783417407E+15	1.339505544E+16	2.166307405E+15	4.245609003E+15	4.979660000E+16	17.6016071300	1.439300000E-01
0.886	52.08	42.41	2.164400000E+18	2.551936679E+18	1.715331149E+11	1.641142697E+14	1.843477040E+15	4.760283240E+15	1.323576476E+16	2.136038794E+15	4.193973011E+15	4.981950000E+16	17.3411793553	1.435200000E-01
0.887	51.37	42.13	2.144400000E+18	2.531059700E+18	2.005616401E+11	1.710580927E+14	1.864127861E+15	4.736709784E+15	1.307748448E+16	2.105977821E+15	4.142857349E+15	4.984120000E+16	17.0838178477	1.431200000E-01
0.888	50.67	41.84	2.124500000E+18	2.510298183E+18	2.341596447E+11	1.782372146E+14	1.884593007E+15	4.712709682E+15	1.292022916E+16	2.076121752E+15	4.092258317E+15	4.986160000E+16	16.8295068931	1.427200000E-01
0.889	49.96	41.56	2.104700000E+18	2.489652906E+18	2.729860836E+11	1.856556794E+14	1.904860994E+15	4.688295668E+15	1.276401310E+16	2.046467952E+15	4.042172196E+15	4.988070000E+16	16.5782305374	1.423200000E-01
0.890	49.27	41.28	2.085100000E+18	2.469124633E+18	3.177848910E+11	1.933173785E+14	1.924920348E+15	4.663480548E+15	1.260885034E+16	2.017013885E+15	3.992595249E+15	4.989850000E+16	16.3299726122	1.419300000E-01
0.891	48.57	41.00	2.065700000E+18	2.448714111E+18	3.693943610E+11	2.012260370E+14	1.944759609E+15	4.638277193E+15	1.245475461E+16	1.987757123E+15	3.943523720E+15	4.991500000E+16	16.0847167207	1.415400000E-01
0.892	47.88	40.72	2.046400000E+18	2.428422070E+18	4.287573296E+11	2.093851985E+14	1.964367346E+15	4.612698518E+15	1.230173940E+16	1.958695346E+15	3.894953838E+15	4.993010000E+16	15.8424462431	1.411600000E-01
0.893	47.19	40.44	2.027300000E+18	2.408249224E+18	4.969321931E+11	2.177982112E+14	1.983732166E+15	4.586757474E+15	1.214981789E+16	1.929826347E+15	3.846881820E+15	4.994390000E+16	15.6031443494	1.407700000E-01
0.894	46.51	40.16	2.008300000E+18	2.388196268E+18	5.751047940E+11	2.264682120E+14	2.002842726E+15	4.560467034E+15	1.199900298E+16	1.901148033E+15	3.799303865E+15	4.995620000E+16	15.3667939855	1.403900000E-01
0.895	45.83	39.88	1.989500000E+18	2.368263881E+18	6.646012019E+11	2.353981124E+14	2.021687745E+15	4.533840179E+15	1.184930729E+16	1.872658434E+15	3.752216165E+15	4.996710000E+16	15.1333778991	1.400100000E-01
0.896	45.15	39.61	1.970800000E+18	2.348452720E+18	7.669014102E+11	2.445905825E+14	2.040256013E+15	4.506889883E+15	1.170074315E+16	1.844355700E+15	3.705614898E+15	4.997650000E+16	14.9028786071	1.396400000E-01
0.897	44.47	39.33	1.952300000E+18	2.328763427E+18	8.836539637E+11	2.540480360E+14	2.058536401E+15	4.479629109E+15	1.155332257E+16	1.816238110E+15	3.659496235E+15	4.998430000E+16	14.6752784467	1.392700000E-01
0.898	43.80	39.06	1.934000000E+18	2.309196622E+18	1.016691524E+12	2.637726149E+14	2.076517876E+15	4.452070787E+15	1.140705730E+16	1.788304073E+15	3.613856339E+15	4.999070000E+16	14.4505595372	1.389000000E-01
0.899	43.13	38.79	1.915800000E+18	2.289752907E+18	1.168047369E+12	2.737661742E+14	2.094189510E+15	4.424227811E+15	1.126195874E+16	1.760552135E+15	3.568691365E+15	4.999540000E+16	14.2287038116	1.385300000E-01
0.900	42.47	38.51	1.897800000E+18	2.270432862E+18	1.339972814E+12	2.840302662E+14	2.111540491E+15	4.396113022E+15	1.111803804E+16	1.732980978E+15	3.523997464E+15	4.999850000E+16	14.0096929985	1.381700000E-01
0.901	41.80	38.24	1.880000000E+18	2.251237047E+18	1.534955534E+12	2.945661258E+14	2.128560133E+15	4.367739199E+15	1.097530601E+16	1.705589429E+15	3.479770781E+15	5.000000000E+16	13.7935086410	1.378100000E-01
0.902	41.14	37.97	1.862300000E+18	2.232166000E+18	1.755738732E+12	3.053746552E+14	2.145237890E+15	4.339119048E+15	1.083377315E+16	1.678376459E+15	3.436007460E+15	4.999980000E+16	13.5801320910	1.374500000E-01
0.903	40.49	37.70	1.844700000E+18	2.213220238E+18	2.005341126E+12	3.164564087E+14	2.161563363E+15	4.310265194E+15	1.069344967E+16	1.651341192E+15	3.392703641E+15	4.999780000E+16	13.3695445225	1.370900000E-01
0.904	39.84	37.44	1.827300000E+18	2.194400257E+18	2.287077653E+12	3.278115784E+14	2.177526315E+15	4.281190169E+15	1.055434545E+16	1.624482906E+15	3.349855465E+15	4.999410000E+16	13.1617269382	1.367400000E-01
0.905	39.19	37.17	1.810100000E+18	2.175706527E+18	2.604580831E+12	3.394399800E+14	2.193116678E+15	4.251906402E+15	1.041647007E+16	1.597801036E+15	3.307459071E+15	4.998860000E+16	12.9566601463	1.363900000E-01
0.906	38.54	36.90	1.793100000E+18	2.157139496E+18	2.961822644E+12	3.513410379E+14	2.208324567E+15	4.222426210E+15	1.027983278E+16	1.571295184E+15	3.265510600E+15	4.998130000E+16	12.7543247921	1.360500000E-01
0.907	37.90	36.64	1.776200000E+18	2.138699590E+18	3.363136834E+12	3.635137725E+14	2.223140287E+15	4.192761792E+15	1.014444252E+16	1.544965116E+15	3.224006197E+15	4.997200000E+16	12.5547013648	1.357000000E-01
0.908	37.26	36.38	1.759400000E+18	2.120387209E+18	3.813241454E+12	3.759567864E+14	2.237554347E+15	4.162925218E+15	1.001030791E+16	1.518810770E+15	3.182942009E+15	4.996080000E+16	12.3577701813	1.353600000E-01
0.909	36.63	36.11	1.742800000E+18	2.102202728E+18	4.317261482E+12	3.886682516E+14	2.251557467E+15	4.132928423E+15	9.877437242E+15	1.492832261E+15	3.142314185E+15	4.994770000E+16	12.1635113992	1.350200000E-01
0.910	36.00	35.85	1.726400000E+18	2.084146496E+18	4.880751318E+12	4.016458979E+14	2.265140589E+15	4.102783196E+15	9.745838492E+15	1.467029882E+15	3.102118883E+15	4.993250000E+16	11.9719050190	1.346800000E-01
0.911	35.37	35.59	1.710100000E+18	2.066218839E+18	5.509716929E+12	4.148870007E+14	2.278294889E+15	4.072501177E+15	9.615519312E+15	1.441404112E+15	3.062352264E+15	4.991530000E+16	11.7829309088	1.343500000E-01
0.912	34.75	35.33	1.694000000E+18	2.048420054E+18	6.210637379E+12	4.283883705E+14	2.291011784E+15	4.042093848E+15	9.486487029E+15	1.415955620E+15	3.023010497E+15	4.989600000E+16	11.5965687771	1.340200000E-01
0.913	34.13	35.08	1.678100000E+18	2.030750410E+18	6.990485487E+12	4.421463425E+14	2.303282940E+15	4.011572528E+15	9.358748645E+15	1.390685266E+15	2.984089761E+15	4.987450000E+16	11.4127981869	1.336900000E-01
0.914	33.51	34.82	1.662300000E+18	2.013210152E+18	7.856747273E+12	4.561567671E+14	2.315100288E+15	3.980948366E+15	9.232310836E+15	1.365594110E+15	2.945586239E+15	4.985080000E+16	11.2315985859	1.333700000E-01
0.915	32.90	34.57	1.646600000E+18	1.995799494E+18	8.817439897E+12	4.704150015E+14	2.326456023E+15	3.950232333E+15	9.107179951E+15	1.340683413E+15	2.907496127E+15	4.982480000E+16	11.0529492746	1.330400000E-01
0.916	32.29	34.31	1.631100000E+18	1.978518622E+18	9.881127702E+12	4.849159022E+14	2.337342622E+15	3.919435225E+15	8.983362013E+15	1.315954644E+15	2.869815631E+15	4.979650000E+16	10.8768294321	1.327200000E-01
0.917	31.69	34.06	1.615800000E+18	1.961367692E+18	1.105693600E+13	4.996538173E+14	2.347752846E+15	3.888567647E+15	8.860862716E+15	1.291409485E+15	2.832540966E+15	4.976590000E+16	10.7032181122	1.324000000E-01
0.918	31.09	33.81	1.600600000E+18	1.944346833E+18	1.235456216E+13	5.146225817E+14	2.357679750E+15	3.857640019E+15	8.739687429E+15	1.267049833E+15	2.795668361E+15	4.973290000E+16	10.5320942684	1.320900000E-01
0.919	30.49	33.56	1.585600000E+18	1.927456139E+18	1.378428365E+13	5.298155117E+14	2.367116694E+15	3.826662563E+15	8.619841191E+15	1.242877806E+15	2.759194057E+15	4.969740000E+16	10.3634367186	1.317700000E-01
0.920	29.90	33.31	1.570700000E+18	1.910695678E+18	1.535696249E+13	5.452254014E+14	2.376057344E+15	3.795645308E+15	8.501328717E+15	1.218895750E+15	2.723114306E+15	4.965940000E+16	10.1972242017	1.314600000E-01
0.921	29.31	33.06	1.556000000E+18	1.894065481E+18	1.708404572E+13	5.608445200E+14	2.384495684E+15	3.764598079E+15	8.384154391E+15	1.195106242E+15	2.687425377E+15	4.961880000E+16	10.0334353276	1.311500000E-01
0.922	28.72	32.82	1.541400000E+18	1.877565552E+18	1.897756144E+13	5.766646106E+14	2.392426023E+15	3.733530499E+15	8.268322273E+15	1.171512093E+15	2.652123552E+15	4.957560000E+16	9.8720486385	1.308500000E-01
0.923	28.14	32.57	1.527000000E+18	1.861195858E+18	2.105010985E+13	5.926768896E+14	2.399842996E+15	3.702451984E+15	8.153836096E+15	1.148116357E+15	2.617205127E+15	4.952970000E+16	9.7130425645	1.305400000E-01
0.924	27.56	32.33	1.512700000E+18	1.844956335E+18	2.331484898E+13	6.088720475E+14	2.406741578E+15	3.671371743E+15	8.040699267E+15	1.124922335E+15	2.582666416E+15	4.948100000E+16	9.5563954640	1.302400000E-01
0.925	26.99	32.09	1.498600000E+18	1.828846884E+18	2.578547442E+13	6.252402518E+14	2.413117083E+15	3.640298772E+15	7.928914868E+15	1.101933575E+15	2.548503748E+15	4.942950000E+16	9.4020856114	1.299400000E-01
0.926	26.42	31.85	1.484600000E+18	1.812867371E+18	2.847619285E+13	6.417711498E+14	2.418965174E+15	3.609241856E+15	7.818485659E+15	1.079153887E+15	2.514713468E+15	4.937520000E+16	9.2500912059	1.296500000E-01
0.927	25.86	31.61	1.470800000E+18	1.797017626E+18	3.140168871E+13	6.584538735E+14	2.424281863E+15	3.578209568E+15	7.709414075E+15	1.056587338E+15	2.481291940E+15	4.931800000E+16	9.1003903752	1.293500000E-01
0.928	25.30	31.37	1.457100000E+18	1.781297445E+18	3.457708377E+13	6.752770462E+14	2.429063521E+15	3.547210265E+15	7.601702228E+15	1.034238263E+15	2.448235546E+15	4.925770000E+16	8.9529611948	1.290600000E-01
0.929	24.74	31.13	1.443600000E+18	1.765706586E+18	3.801788912E+13	6.922287894E+14	2.433306879E+15	3.516252088E+15	7.495351914E+15	1.012111270E+15	2.415540685E+15	4.919440000E+16	8.8077816761	1.287700000E-01
0.930	24.19	30.90	1.430200000E+18	1.750244770E+18	4.173994926E+13	7.092967323E+14	2.437009032E+15	3.485342964E+15	7.390364605E+15	9.902112443E+14	2.383203774E+15	4.912800000E+16	8.6648297811	1.284800000E-01
0.931	23.64	30.67	1.416900000E+18	1.734911679E+18	4.575937810E+13	7.264680215E+14	2.440167442E+15	3.454490604E+15	7.286741458E+15	9.685433525E+14	2.351221253E+15	4.905840000E+16	8.5240834215	1.282000000E-01
0.932	23.10	30.43	1.403800000E+18	1.719706957E+18	5.009248647E+13	7.437293330E+14	2.442779943E+15	3.423702502E+15	7.184483313E+15	9.471130507E+14	2.319589579E+15	4.898550000E+16	8.3855204723	1.279100000E-01
0.933	22.56	30.20	1.390900000E+18	1.704630210E+18	5.475576760E+13	7.610668851E+14	2.444844741E+15	3.392985937E+15	7.083590697E+15	9.259260885E+14	2.288305229E+15	4.890930000E+16	8.2491187818	1.276300000E-01
0.934	22.03	29.98	1.378000000E+18	1.689681001E+18	5.976554585E+13	7.784664530E+14	2.446360417E+15	3.362347974E+15	6.984063823E+15	9.049885145E+14	2.257364701E+15	4.882980000E+16	8.1148561555	1.273500000E-01
0.935	21.50	29.75	1.365300000E+18	1.674858855E+18	6.513826309E+13	7.959133844E+14	2.447325930E+15	3.331795461E+15	6.885902595E+15	8.843066826E+14	2.226764515E+15	4.874670000E+16	7.9827103908	1.270800000E-01
0.936	20.97	29.52	1.352800000E+18	1.660163255E+18	7.089012096E+13	8.133926170E+14	2.447740615E+15	3.301335037E+15	6.789106608E+15	8.638872570E+14	2.196501211E+15	4.866020000E+16	7.8526592661	1.268000000E-01
0.937	20.45	29.30	1.340400000E+18	1.645593639E+18	7.703702775E+13	8.308886970E+14	2.447604188E+15	3.270973126E+15	6.693675149E+15	8.437372183E+14	2.166571352E+15	4.857010000E+16	7.7246805369	1.265300000E-01
0.938	19.94	29.08	1.328100000E+18	1.631149406E+18	8.359447550E+13	8.483857988E+14	2.446916742E+15	3.240715942E+15	6.599607205E+15	8.238638691E+14	2.136971520E+15	4.847630000E+16	7.5987519732	1.262600000E-01
0.939	19.42	28.86	1.315900000E+18	1.616829910E+18	9.057740951E+13	8.658677466E+14	2.445678751E+15	3.210569491E+15	6.506901459E+15	8.042748400E+14	2.107698322E+15	4.837880000E+16	7.4748513410	1.259900000E-01
0.940	18.92	28.64	1.303900000E+18	1.602634460E+18	9.800009086E+13	8.833180365E+14	2.443891064E+15	3.180539570E+15	6.415556297E+15	7.849780952E+14	2.078748387E+15	4.827750000E+16	7.3529564119	1.257300000E-01
0.941	18.42	28.42	1.292000000E+18	1.588562320E+18	1.058759525E+14	9.007198608E+14	2.441554912E+15	3.150631772E+15	6.325569806E+15	7.659819389E+14	2.050118367E+15	4.817240000E+16	7.2330449728	1.254600000E-01
0.942	17.92	28.20	1.280200000E+18	1.574612709E+18	1.142174496E+14	9.180561328E+14	2.438671897E+15	3.120851488E+15	6.236939782E+15	7.472950208E+14	2.021804936E+15	4.806330000E+16	7.1150948361	1.252000000E-01
0.943	17.43	27.99	1.268600000E+18	1.560784799E+18	1.230359053E+14	9.353095126E+14	2.435244000E+15	3.091203905E+15	6.149663729E+15	7.289263423E+14	1.993804791E+15	4.795020000E+16	6.9990838397	1.249400000E-01
0.944	16.94	27.78	1.257100000E+18	1.547077714E+18	1.323413527E+14	9.524624352E+14	2.431273570E+15	3.061694013E+15	6.063738865E+15	7.108852629E+14	1.966114655E+15	4.783300000E+16	6.8849898529	1.246800000E-01
0.945	16.46	27.57	1.245700000E+18	1.533490531E+18	1.421423743E+14	9.694971381E+14	2.426763327E+15	3.032326607E+15	5.979162122E+15	6.931815061E+14	1.938731272E+15	4.771170000E+16	6.7727907906	1.244300000E-01
0.946	15.98	27.36	1.234400000E+18	1.520022277E+18	1.524459398E+14	9.863956911E+14	2.421716357E+15	3.003106287E+15	5.895930151E+15	6.758251655E+14	1.911651411E+15	4.758620000E+16	6.6624646101	1.241700000E-01
0.947	15.51	27.15	1.223200000E+18	1.506671932E+18	1.632572449E+14	1.003140027E+15	2.416136108E+15	2.974037463E+15	5.814039324E+15	6.588267113E+14	1.884871866E+15	4.745640000E+16	6.5539893343	1.239200000E-01
0.948	15.04	26.95	1.212200000E+18	1.493438421E+18	1.745795502E+14	1.019711971E+15	2.410026387E+15	2.945124356E+15	5.733485739E+15	6.421969967E+14	1.858389453E+15	4.732220000E+16	6.4473430268	1.236700000E-01
0.949	14.58	26.74	1.201200000E+18	1.480320622E+18	1.864140250E+14	1.036093276E+15	2.403391355E+15	2.916371004E+15	5.654265221E+15	6.259472641E+14	1.832201015E+15	4.718370000E+16	6.3425038372	1.234300000E-01
0.950	14.12	26.54	1.190400000E+18	1.467317359E+18	1.987595945E+14	1.052265653E+15	2.396235524E+15	2.887781262E+15	5.576373330E+15	6.100891515E+14	1.806303419E+15	4.704060000E+16	6.2394499809	1.231800000E-01
0.951	13.67	26.34	1.179700000E+18	1.454427402E+18	2.116127942E+14	1.068210804E+15	2.388563747E+15	2.859358806E+15	5.499805357E+15	5.946346993E+14	1.780693554E+15	4.689300000E+16	6.1381597496	1.229400000E-01
0.952	13.22	26.14	1.169100000E+18	1.441649471E+18	2.249676327E+14	1.083910457E+15	2.380381218E+15	2.831107136E+15	5.424556336E+15	5.795963567E+14	1.755368336E+15	4.674070000E+16	6.0386115391	1.226900000E-01
0.953	12.78	25.95	1.158600000E+18	1.428982227E+18	2.388154645E+14	1.099346403E+15	2.371693465E+15	2.803029580E+15	5.350621043E+15	5.649869883E+14	1.730324708E+15	4.658380000E+16	5.9407838217	1.224500000E-01
0.954	12.35	25.75	1.148200000E+18	1.416424280E+18	2.531448748E+14	1.114500525E+15	2.362506340E+15	2.775129297E+15	5.277993999E+15	5.508198806E+14	1.705559634E+15	4.642220000E+16	5.8446551906	1.222200000E-01
0.955	11.92	25.56	1.137900000E+18	1.403974179E+18	2.679415781E+14	1.129354840E+15	2.352826018E+15	2.747409281E+15	5.206669476E+15	5.371087493E+14	1.681070104E+15	4.625570000E+16	5.7502043293	1.219800000E-01
0.956	11.49	25.37	1.127600000E+18	1.391630421E+18	2.831883320E+14	1.143891528E+15	2.342658985E+15	2.719872361E+15	5.136641502E+15	5.238677457E+14	1.656853136E+15	4.608440000E+16	5.6574100597	1.217500000E-01
0.957	11.08	25.19	1.117500000E+18	1.379391441E+18	2.988648692E+14	1.158092972E+15	2.332012033E+15	2.692521208E+15	5.067903863E+15	5.111114634E+14	1.632905770E+15	4.590820000E+16	5.5662513127	1.215100000E-01
0.958	10.66	25.00	1.107500000E+18	1.367255618E+18	3.149478468E+14	1.171941793E+15	2.320892254E+15	2.665358339E+15	5.000450105E+15	4.988549457E+14	1.609225072E+15	4.572690000E+16	5.4767071641	1.212800000E-01
0.959	10.26	24.82	1.097600000E+18	1.355221269E+18	3.314108174E+14	1.185420881E+15	2.309307028E+15	2.638386117E+15	4.934273545E+15	4.871136923E+14	1.585808135E+15	4.554070000E+16	5.3887568218	1.210500000E-01
0.960	9.85	24.64	1.087700000E+18	1.343286653E+18	3.482242212E+14	1.198513439E+15	2.297264018E+15	2.611606757E+15	4.869367268E+15	4.759036664E+14	1.562652075E+15	4.534940000E+16	5.3023796545	1.208300000E-01
0.961	9.46	24.46	1.077900000E+18	1.331449965E+18	3.653554005E+14	1.211203007E+15	2.284771163E+15	2.585022327E+15	4.805724135E+15	4.652413017E+14	1.539754034E+15	4.515290000E+16	5.2175551796	1.206000000E-01
0.962	9.07	24.28	1.068200000E+18	1.319709340E+18	3.827686393E+14	1.223473507E+15	2.271836662E+15	2.558634756E+15	4.743336785E+15	4.551435099E+14	1.517111181E+15	4.495130000E+16	5.1342630924	1.203800000E-01
0.963	8.69	24.11	1.058600000E+18	1.308062848E+18	4.004252266E+14	1.235309269E+15	2.258468975E+15	2.532445832E+15	4.682197644E+15	4.456276875E+14	1.494720707E+15	4.474440000E+16	5.0524832593	1.201600000E-01
0.964	8.31	23.94	1.049100000E+18	1.296508495E+18	4.182835456E+14	1.246695070E+15	2.244676805E+15	2.506457211E+15	4.622298923E+15	4.367117234E+14	1.472579832E+15	4.453230000E+16	4.9721957360	1.199400000E-01
0.965	7.94	23.77	1.039600000E+18	1.285044223E+18	4.362991884E+14	1.257616163E+15	2.230469092E+15	2.480670415E+15	4.563632627E+15	4.284140063E+14	1.450685799E+15	4.431490000E+16	4.8933807814	1.197200000E-01
0.966	7.57	23.60	1.030200000E+18	1.273667906E+18	4.544250972E+14	1.268058311E+15	2.215855007E+15	2.455086840E+15	4.506190560E+15	4.207534317E+14	1.429035877E+15	4.409220000E+16	4.8160188579	1.195000000E-01
0.967	7.22	23.44	1.020900000E+18	1.262377354E+18	4.726117304E+14	1.278007818E+15	2.200843935E+15	2.429707755E+15	4.449964324E+15	4.137494098E+14	1.407627360E+15	4.386410000E+16	4.7400906620	1.192900000E-01
0.968	6.87	23.27	1.011600000E+18	1.251170307E+18	4.908072553E+14	1.287451557E+15	2.185445468E+15	2.404534312E+15	4.394945330E+15	4.074218732E+14	1.386457567E+15	4.363070000E+16	4.6655771194	1.190800000E-01
0.969	6.52	23.12	1.002300000E+18	1.240044436E+18	5.089577649E+14	1.296377003E+15	2.169669399E+15	2.379567541E+15	4.341124800E+15	4.017912837E+14	1.365523843E+15	4.339180000E+16	4.5924594061	1.188600000E-01
0.970	6.18	22.96	9.932000000E+17	1.228997343E+18	5.270075186E+14	1.304772256E+15	2.153525702E+15	2.354808361E+15	4.288493770E+15	3.968786410E+14	1.344823558E+15	4.314760000E+16	4.5207189687	1.186500000E-01
0.971	5.85	22.80	9.840000000E+17	1.218026557E+18	5.448992066E+14	1.312626071E+15	2.137024532E+15	2.330257579E+15	4.237043099E+15	3.927054896E+14	1.324354106E+15	4.289790000E+16	4.4503375304	1.184500000E-01
0.972	5.53	22.65	9.749000000E+17	1.207129539E+18	5.625742346E+14	1.319927884E+15	2.120176208E+15	2.305915893E+15	4.186763467E+15	3.892939271E+14	1.304112907E+15	4.264270000E+16	4.3812971330	1.182400000E-01
0.973	5.21	22.51	9.659000000E+17	1.196303675E+18	5.799730284E+14	1.326667829E+15	2.102991201E+15	2.281783900E+15	4.137645389E+15	3.866666120E+14	1.284097406E+15	4.238210000E+16	4.3135801361	1.180300000E-01
0.974	4.90	22.36	9.569000000E+17	1.185546275E+18	5.970353566E+14	1.332836771E+15	2.085480129E+15	2.257862092E+15	4.089679209E+15	3.848467714E+14	1.264305072E+15	4.211610000E+16	4.2471692426	1.178300000E-01
0.975	4.60	22.22	9.479000000E+17	1.174854579E+18	6.137006675E+14	1.338426316E+15	2.067653741E+15	2.234150866E+15	4.042855115E+15	3.838582092E+14	1.244733399E+15	4.184470000E+16	4.1820475518	1.176300000E-01
0.976	4.30	22.08	9.390000000E+17	1.164225746E+18	6.299084393E+14	1.343428838E+15	2.049522909E+15	2.210650523E+15	3.997163136E+15	3.837253141E+14	1.225379906E+15	4.156780000E+16	4.1181985557	1.174300000E-01
